epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population_2019,is_last,is_repeated
28,2020-07-05,68,MA,São Luís Gonzaga do Maranhão,2111409,city,123,652.31226,0,1,0,0.0081,18856,False,False
28,2020-07-05,69,MA,São Mateus do Maranhão,2111508,city,734,1767.43962,1,19,0,0.0259,41529,False,False
28,2020-07-05,61,MA,São Pedro da Água Branca,2111532,city,250,1970.05516,0,1,0,0.004,12690,False,False
28,2020-07-05,59,MA,São Pedro dos Crentes,2111573,city,51,1092.54499,0,0,0,0.0,4668,False,False
28,2020-07-05,55,MA,São Raimundo das Mangabeiras,2111607,city,207,1097.09561,0,2,0,0.0097,18868,False,False
28,2020-07-05,50,MA,São Raimundo do Doca Bezerra,2111631,city,70,1336.64312,0,2,0,0.0286,5237,False,False
28,2020-07-05,43,MA,São Roberto,2111672,city,61,907.8732,0,1,0,0.0164,6719,False,False
28,2020-07-05,66,MA,São Vicente Ferrer,2111706,city,73,328.13413,0,1,0,0.0137,22247,False,False
28,2020-07-05,66,MA,Satubinha,2111722,city,114,819.31867,0,1,0,0.0088,13914,False,False
28,2020-07-05,59,MA,Senador Alexandre Costa,2111748,city,142,1274.5714,0,0,0,0.0,11141,False,False
28,2020-07-05,69,MA,Senador La Rocque,2111763,city,151,1056.4612,0,8,0,0.053,14293,False,False
28,2020-07-05,68,MA,Serrano do Maranhão,2111789,city,109,1063.10348,0,1,0,0.0092,10253,False,False
28,2020-07-05,65,MA,Sítio Novo,2111805,city,217,1200.15486,0,3,0,0.0138,18081,False,False
28,2020-07-05,43,MA,Sucupira do Norte,2111904,city,11,103.42234,0,0,0,0.0,10636,False,False
28,2020-07-05,43,MA,Sucupira do Riachão,2111953,city,13,229.68198,0,0,0,0.0,5660,False,False
28,2020-07-05,48,MA,Tasso Fragoso,2112001,city,25,293.39279,0,0,0,0.0,8521,False,False
28,2020-07-05,59,MA,Timbiras,2112100,city,273,937.37124,0,3,0,0.011,29124,False,False
28,2020-07-05,93,MA,Timon,2112209,city,1538,909.48334,88,35,0,0.0228,169107,False,False
28,2020-07-05,81,MA,Trizidela do Vale,2112233,city,524,2382.03473,0,4,0,0.0076,21998,False,False
28,2020-07-05,49,MA,Tufilândia,2112274,city,28,479.45205,0,3,1,0.1071,5840,False,False
28,2020-07-05,80,MA,Tuntum,2112308,city,593,1417.57506,0,2,0,0.0034,41832,False,False
28,2020-07-05,61,MA,Turiaçu,2112407,city,162,455.00506,0,2,0,0.0123,35604,False,False
28,2020-07-05,60,MA,Turilândia,2112456,city,257,1003.16172,0,3,0,0.0117,25619,False,False
28,2020-07-05,68,MA,Tutóia,2112506,city,749,1272.51104,1,16,0,0.0214,58860,False,False
28,2020-07-05,89,MA,Urbano Santos,2112605,city,886,2674.95924,0,8,0,0.009,33122,False,False
28,2020-07-05,80,MA,Vargem Grande,2112704,city,504,891.87754,0,5,0,0.0099,56510,False,False
28,2020-07-05,87,MA,Viana,2112803,city,222,423.33289,0,8,0,0.036,52441,False,False
28,2020-07-05,57,MA,Vila Nova dos Martírios,2112852,city,104,776.58303,0,0,0,0.0,13392,False,False
28,2020-07-05,86,MA,Vitória do Mearim,2112902,city,391,1193.38298,0,2,0,0.0051,32764,False,False
28,2020-07-05,77,MA,Vitorino Freire,2113009,city,987,3131.04717,20,12,0,0.0122,31523,False,False
28,2020-07-05,85,MA,Zé Doca,2114007,city,2238,4327.64822,0,21,0,0.0094,51714,False,False
27,2020-07-04,95,MA,Açailândia,2100055,city,2565,2281.11521,-1,51,0,0.0199,112445,False,False
27,2020-07-04,47,MA,Afonso Cunha,2100105,city,77,1180.25751,0,1,0,0.013,6524,False,False
27,2020-07-04,59,MA,Água Doce do Maranhão,2100154,city,284,2259.16793,8,5,0,0.0176,12571,False,False
27,2020-07-04,78,MA,Alcântara,2100204,city,32,144.81604,0,5,0,0.1562,22097,False,False
27,2020-07-04,65,MA,Aldeias Altas,2100303,city,68,256.29429,0,0,0,0.0,26532,False,False
27,2020-07-04,84,MA,Altamira do Maranhão,2100402,city,118,1451.77165,1,5,0,0.0424,8128,False,False
27,2020-07-04,68,MA,Alto Alegre do Maranhão,2100436,city,312,1153.29169,0,9,0,0.0288,27053,False,False
27,2020-07-04,72,MA,Alto Alegre do Pindaré,2100477,city,1119,3505.74893,12,2,0,0.0018,31919,False,False
27,2020-07-04,52,MA,Alto Parnaíba,2100501,city,73,652.36819,0,1,0,0.0137,11190,False,False
27,2020-07-04,61,MA,Amapá do Maranhão,2100550,city,3,43.09107,0,0,0,0.0,6962,False,False
27,2020-07-04,68,MA,Amarante do Maranhão,2100600,city,502,1211.53614,6,11,0,0.0219,41435,False,False
27,2020-07-04,77,MA,Anajatuba,2100709,city,218,813.34179,-1,6,0,0.0275,26803,False,False
27,2020-07-04,63,MA,Anapurus,2100808,city,516,3279.93898,0,4,0,0.0078,15732,False,False
27,2020-07-04,65,MA,Apicum-Açu,2100832,city,196,1136.9569,0,3,1,0.0153,17239,False,False
27,2020-07-04,67,MA,Araguanã,2100873,city,406,2631.92013,0,2,0,0.0049,15426,False,False
27,2020-07-04,58,MA,Araioses,2100907,city,424,913.00603,9,5,0,0.0118,46440,False,False
27,2020-07-04,59,MA,Arame,2100956,city,151,461.75958,0,4,0,0.0265,32701,False,False
27,2020-07-04,78,MA,Arari,2101004,city,152,509.24685,0,4,0,0.0263,29848,False,False
27,2020-07-04,66,MA,Axixá,2101103,city,61,502.88541,0,2,0,0.0328,12130,False,False
27,2020-07-04,80,MA,Bacabal,2101202,city,1979,1885.67781,55,19,1,0.0096,104949,False,False
27,2020-07-04,80,MA,Bacabeira,2101251,city,123,721.19613,0,1,0,0.0081,17055,False,False
27,2020-07-04,54,MA,Bacuri,2101301,city,354,1905.06942,10,2,0,0.0056,18582,False,False
27,2020-07-04,52,MA,Bacurituba,2101350,city,18,318.92275,0,0,0,0.0,5644,False,False
27,2020-07-04,76,MA,Balsas,2101400,city,1105,1164.54309,14,9,0,0.0081,94887,False,False
27,2020-07-04,58,MA,Barão de Grajaú,2101509,city,13,69.07545,0,0,0,0.0,18820,False,False
27,2020-07-04,62,MA,Barra do Corda,2101608,city,1649,1869.36018,-2,15,0,0.0091,88212,False,False
27,2020-07-04,79,MA,Barreirinhas,2101707,city,324,518.16786,2,17,0,0.0525,62528,False,False
27,2020-07-04,58,MA,Belágua,2101731,city,158,2115.41036,0,1,0,0.0063,7469,False,False
27,2020-07-04,66,MA,Bela Vista do Maranhão,2101772,city,108,963.51146,1,2,0,0.0185,11209,False,False
27,2020-07-04,44,MA,Benedito Leite,2101806,city,20,355.11364,0,0,0,0.0,5632,False,False
27,2020-07-04,66,MA,Bequimão,2101905,city,170,798.87218,0,9,0,0.0529,21280,False,False
27,2020-07-04,52,MA,Bernardo do Mearim,2101939,city,48,794.30746,0,2,0,0.0417,6043,False,False
27,2020-07-04,58,MA,Boa Vista do Gurupi,2101970,city,12,129.21288,0,2,0,0.1667,9287,False,False
27,2020-07-04,69,MA,Bom Jardim,2102002,city,524,1258.70766,0,6,0,0.0115,41630,False,False
27,2020-07-04,60,MA,Bom Jesus das Selvas,2102036,city,713,2095.33325,23,3,0,0.0042,34028,False,False
27,2020-07-04,65,MA,Bom Lugar,2102077,city,144,883.76089,4,0,0,0.0,16294,False,False
27,2020-07-04,70,MA,Brejo,2102101,city,384,1055.03201,20,11,0,0.0286,36397,False,False
27,2020-07-04,48,MA,Brejo de Areia,2102150,city,84,914.23596,1,0,0,0.0,9188,False,False
27,2020-07-04,63,MA,Buriti,2102200,city,240,836.87844,0,0,0,0.0,28678,False,False
27,2020-07-04,57,MA,Buriti Bravo,2102309,city,28,117.23329,0,0,0,0.0,23884,False,False
27,2020-07-04,70,MA,Buriticupu,2102325,city,1151,1590.70179,39,4,0,0.0035,72358,False,False
27,2020-07-04,64,MA,Buritirana,2102358,city,208,1348.02333,0,5,0,0.024,15430,False,False
27,2020-07-04,86,MA,Cachoeira Grande,2102374,city,71,752.83639,1,3,0,0.0423,9431,False,False
27,2020-07-04,90,MA,Cajapió,2102408,city,5,44.73472,0,2,0,0.4,11177,False,False
27,2020-07-04,63,MA,Cajari,2102507,city,119,614.06677,0,1,0,0.0084,19379,False,False
27,2020-07-04,53,MA,Campestre do Maranhão,2102556,city,176,1224.433,6,1,0,0.0057,14374,False,False
27,2020-07-04,62,MA,Cândido Mendes,2102606,city,24,118.94142,0,4,0,0.1667,20178,False,False
27,2020-07-04,86,MA,Cantanhede,2102705,city,336,1527.61991,7,1,0,0.003,21995,False,False
27,2020-07-04,58,MA,Capinzal do Norte,2102754,city,251,2295.59173,6,0,0,0.0,10934,False,False
27,2020-07-04,50,MA,Carolina,2102804,city,150,616.7256,1,0,0,0.0,24322,False,False
27,2020-07-04,62,MA,Carutapera,2102903,city,243,1020.7082,1,15,0,0.0617,23807,False,False
27,2020-07-04,84,MA,Caxias,2103000,city,1846,1119.60213,37,22,0,0.0119,164880,False,False
27,2020-07-04,56,MA,Cedral,2103109,city,71,665.10539,0,0,0,0.0,10675,False,False
27,2020-07-04,53,MA,Central do Maranhão,2103125,city,16,184.48057,0,1,0,0.0625,8673,False,False
27,2020-07-04,58,MA,Centro do Guilherme,2103158,city,51,378.95675,0,1,0,0.0196,13458,False,False
27,2020-07-04,70,MA,Centro Novo do Maranhão,2103174,city,291,1345.85145,4,5,0,0.0172,21622,False,False
27,2020-07-04,86,MA,Chapadinha,2103208,city,1858,2331.97364,14,25,0,0.0135,79675,False,False
27,2020-07-04,56,MA,Cidelândia,2103257,city,217,1476.4918,0,0,0,0.0,14697,False,False
27,2020-07-04,73,MA,Codó,2103307,city,1775,1444.7456,0,14,1,0.0079,122859,False,False
27,2020-07-04,68,MA,Coelho Neto,2103406,city,1124,2273.69273,14,21,0,0.0187,49435,False,False
27,2020-07-04,88,MA,Colinas,2103505,city,555,1347.80708,19,11,2,0.0198,41178,False,False
27,2020-07-04,69,MA,Conceição do Lago-Açu,2103554,city,136,837.59315,1,3,1,0.0221,16237,False,False
27,2020-07-04,64,MA,Coroatá,2103604,city,552,845.38103,19,4,0,0.0072,65296,False,False
27,2020-07-04,78,MA,Cururupu,2103703,city,258,789.11148,0,5,0,0.0194,32695,False,False
27,2020-07-04,81,MA,Davinópolis,2103752,city,198,1533.93244,2,6,0,0.0303,12908,False,False
27,2020-07-04,72,MA,Dom Pedro,2103802,city,46,197.00214,0,1,0,0.0217,23350,False,False
27,2020-07-04,65,MA,Duque Bacelar,2103901,city,213,1876.81734,6,3,0,0.0141,11349,False,False
27,2020-07-04,66,MA,Esperantinópolis,2104008,city,536,3108.8684,7,9,1,0.0168,17241,False,False
27,2020-07-04,70,MA,Estreito,2104057,city,643,1532.92328,3,7,0,0.0109,41946,False,False
27,2020-07-04,52,MA,Feira Nova do Maranhão,2104073,city,26,305.73848,0,1,0,0.0385,8504,False,False
27,2020-07-04,59,MA,Fernando Falcão,2104081,city,404,3899.6139,0,0,0,0.0,10360,False,False
27,2020-07-04,53,MA,Formosa da Serra Negra,2104099,city,79,413.85091,0,1,0,0.0127,19089,False,False
27,2020-07-04,62,MA,Fortaleza dos Nogueiras,2104107,city,53,419.60257,3,0,0,0.0,12631,False,False
27,2020-07-04,55,MA,Fortuna,2104206,city,145,932.35597,2,0,0,0.0,15552,False,False
27,2020-07-04,54,MA,Godofredo Viana,2104305,city,61,516.11811,3,2,0,0.0328,11819,False,False
27,2020-07-04,55,MA,Gonçalves Dias,2104404,city,77,429.35207,2,1,0,0.013,17934,False,False
27,2020-07-04,55,MA,Governador Archer,2104503,city,183,1688.19188,1,0,0,0.0,10840,False,False
27,2020-07-04,71,MA,Governador Edison Lobão,2104552,city,174,951.02755,1,4,0,0.023,18296,False,False
27,2020-07-04,53,MA,Governador Eugênio Barros,2104602,city,121,719.0397,0,0,0,0.0,16828,False,False
27,2020-07-04,43,MA,Governador Luiz Rocha,2104628,city,28,358.65249,1,0,0,0.0,7807,False,False
27,2020-07-04,67,MA,Governador Newton Bello,2104651,city,300,2946.95481,0,4,1,0.0133,10180,False,False
27,2020-07-04,82,MA,Governador Nunes Freire,2104677,city,580,2267.66235,0,1,0,0.0017,25577,False,False
27,2020-07-04,51,MA,Graça Aranha,2104701,city,103,1644.8419,16,1,0,0.0097,6262,False,False
27,2020-07-04,63,MA,Grajaú,2104800,city,1073,1543.28534,3,17,0,0.0158,69527,False,False
27,2020-07-04,66,MA,Guimarães,2104909,city,137,1138.81962,4,4,0,0.0292,12030,False,False
27,2020-07-04,67,MA,Humberto de Campos,2105005,city,203,706.89835,13,3,0,0.0148,28717,False,False
27,2020-07-04,88,MA,Icatu,2105104,city,157,579.05802,1,5,0,0.0318,27113,False,False
27,2020-07-04,64,MA,Igarapé do Meio,2105153,city,153,1079.21281,3,4,0,0.0261,14177,False,False
27,2020-07-04,49,MA,Igarapé Grande,2105203,city,587,5185.51237,0,5,1,0.0085,11320,False,False
27,2020-07-04,95,MA,Imperatriz,2105302,city,4212,1628.254,29,208,0,0.0494,258682,False,False
27,2020-07-04,50,MA,Itaipava do Grajaú,2105351,city,99,616.55353,-1,0,0,0.0,16057,False,False
27,2020-07-04,80,MA,Itapecuru Mirim,2105401,city,464,680.32198,0,3,0,0.0065,68203,False,False
27,2020-07-04,63,MA,Itinga do Maranhão,2105427,city,407,1565.38462,3,9,0,0.0221,26000,False,False
27,2020-07-04,46,MA,Jatobá,2105450,city,29,285.62986,0,0,0,0.0,10153,False,False
27,2020-07-04,51,MA,Jenipapo dos Vieiras,2105476,city,136,823.49379,0,2,0,0.0147,16515,False,False
27,2020-07-04,62,MA,João Lisboa,2105500,city,202,854.77319,0,6,1,0.0297,23632,False,False
27,2020-07-04,61,MA,Joselândia,2105609,city,266,1645.22514,-1,0,0,0.0,16168,False,False
27,2020-07-04,78,MA,Junco do Maranhão,2105658,city,97,2826.34033,0,0,0,0.0,3432,False,False
27,2020-07-04,42,MA,Lagoa do Mato,2105922,city,0,,0,0,0,0.0,11250,False,False
27,2020-07-04,50,MA,Lagoa Grande do Maranhão,2105963,city,88,772.33632,0,0,0,0.0,11394,False,False
27,2020-07-04,73,MA,Lago da Pedra,2105708,city,871,1732.7816,0,37,0,0.0425,50266,False,False
27,2020-07-04,49,MA,Lago do Junco,2105807,city,95,876.38376,0,1,0,0.0105,10840,False,False
27,2020-07-04,61,MA,Lago dos Rodrigues,2105948,city,161,1814.49341,0,2,0,0.0124,8873,False,False
27,2020-07-04,51,MA,Lago Verde,2105906,city,291,1789.99815,12,1,0,0.0034,16257,False,False
27,2020-07-04,57,MA,Lajeado Novo,2105989,city,33,437.08609,0,0,0,0.0,7550,False,False
27,2020-07-04,67,MA,Lima Campos,2106003,city,430,3615.57219,1,3,0,0.007,11893,False,False
27,2020-07-04,42,MA,Loreto,2106102,city,11,90.48285,0,0,0,0.0,12157,False,False
27,2020-07-04,61,MA,Luís Domingues,2106201,city,43,618.61603,0,1,0,0.0233,6951,False,False
27,2020-07-04,69,MA,Magalhães de Almeida,2106300,city,97,489.25653,3,4,0,0.0412,19826,False,False
27,2020-07-04,65,MA,Maracaçumé,2106326,city,387,1808.83384,4,1,0,0.0026,21395,False,False
27,2020-07-04,42,MA,Marajá do Sena,2106359,city,114,1463.03901,0,2,0,0.0175,7792,False,False
27,2020-07-04,58,MA,Maranhãozinho,2106375,city,281,1727.63603,-1,3,0,0.0107,16265,False,False
27,2020-07-04,72,MA,Mata Roma,2106409,city,294,1746.98437,0,5,0,0.017,16829,False,False
27,2020-07-04,78,MA,Matinha,2106508,city,203,868.635,0,1,0,0.0049,23370,False,False
27,2020-07-04,43,MA,Matões,2106607,city,110,325.61719,0,1,0,0.0091,33782,False,False
27,2020-07-04,49,MA,Matões do Norte,2106631,city,137,818.15467,0,0,0,0.0,16745,False,False
27,2020-07-04,76,MA,Milagres do Maranhão,2106672,city,107,1264.17769,1,0,0,0.0,8464,False,False
27,2020-07-04,56,MA,Mirador,2106706,city,128,609.08875,11,0,0,0.0,21015,False,False
27,2020-07-04,79,MA,Miranda do Norte,2106755,city,136,479.19383,0,5,0,0.0368,28381,False,False
27,2020-07-04,84,MA,Mirinzal,2106805,city,89,594.84026,0,6,0,0.0674,14962,False,False
27,2020-07-04,73,MA,Monção,2106904,city,236,705.86828,7,13,0,0.0551,33434,False,False
27,2020-07-04,61,MA,Montes Altos,2107001,city,144,1572.0524,3,1,0,0.0069,9160,False,False
27,2020-07-04,79,MA,Morros,2107100,city,121,622.65219,1,4,0,0.0331,19433,False,False
27,2020-07-04,51,MA,Nina Rodrigues,2107209,city,102,705.68701,0,1,0,0.0098,14454,False,False
27,2020-07-04,49,MA,Nova Colinas,2107258,city,4,74.29421,0,0,0,0.0,5384,False,False
27,2020-07-04,42,MA,Nova Iorque,2107308,city,9,192.1845,0,0,0,0.0,4683,False,False
27,2020-07-04,65,MA,Nova Olinda do Maranhão,2107357,city,239,1142.0107,0,2,0,0.0084,20928,False,False
27,2020-07-04,70,MA,Olho d'Água das Cunhãs,2107407,city,367,1881.56883,0,3,0,0.0082,19505,False,False
27,2020-07-04,68,MA,Olinda Nova do Maranhão,2107456,city,148,1006.73424,0,4,0,0.027,14701,False,False
27,2020-07-04,93,MA,Paço do Lumiar,2107506,city,454,371.53122,2,67,1,0.1476,122197,False,False
27,2020-07-04,59,MA,Palmeirândia,2107605,city,30,152.11439,0,2,0,0.0667,19722,False,False
27,2020-07-04,56,MA,Paraibano,2107704,city,132,617.22622,5,1,0,0.0076,21386,False,False
27,2020-07-04,47,MA,Parnarama,2107803,city,67,191.93858,0,1,0,0.0149,34907,False,False
27,2020-07-04,42,MA,Passagem Franca,2107902,city,74,389.0846,0,0,0,0.0,19019,False,False
27,2020-07-04,44,MA,Pastos Bons,2108009,city,42,215.69433,1,1,0,0.0238,19472,False,False
27,2020-07-04,66,MA,Paulino Neves,2108058,city,103,642.34487,0,1,0,0.0097,16035,False,False
27,2020-07-04,57,MA,Paulo Ramos,2108108,city,441,2096.0076,-1,4,0,0.0091,21040,False,False
27,2020-07-04,74,MA,Pedreiras,2108207,city,1142,2911.11168,1,21,0,0.0184,39229,False,False
27,2020-07-04,60,MA,Pedro do Rosário,2108256,city,84,334.07572,0,1,0,0.0119,25144,False,False
27,2020-07-04,64,MA,Penalva,2108306,city,190,493.89134,0,5,0,0.0263,38470,False,False
27,2020-07-04,61,MA,Peri Mirim,2108405,city,151,1054.61657,0,1,0,0.0066,14318,False,False
27,2020-07-04,68,MA,Peritoró,2108454,city,313,1349.37058,-5,2,0,0.0064,23196,False,False
27,2020-07-04,64,MA,Pindaré-Mirim,2108504,city,437,1326.61425,2,6,0,0.0137,32941,False,False
27,2020-07-04,68,MA,Pinheiro,2108603,city,1114,1335.93965,13,25,0,0.0224,83387,False,False
27,2020-07-04,60,MA,Pio XII,2108702,city,616,2867.11659,0,4,0,0.0065,21485,False,False
27,2020-07-04,64,MA,Pirapemas,2108801,city,234,1256.37584,0,1,0,0.0043,18625,False,False
27,2020-07-04,51,MA,Poção de Pedras,2108900,city,295,1650.53433,10,0,0,0.0,17873,False,False
27,2020-07-04,67,MA,Porto Franco,2109007,city,250,1046.68202,10,6,0,0.024,23885,False,False
27,2020-07-04,60,MA,Porto Rico do Maranhão,2109056,city,77,1288.70293,0,1,0,0.013,5975,False,False
27,2020-07-04,71,MA,Presidente Dutra,2109106,city,754,1577.27387,2,3,0,0.004,47804,False,False
27,2020-07-04,75,MA,Presidente Juscelino,2109205,city,26,204.17779,0,0,0,0.0,12734,False,False
27,2020-07-04,66,MA,Presidente Médici,2109239,city,146,2081.25445,-1,0,0,0.0,7015,False,False
27,2020-07-04,61,MA,Presidente Sarney,2109270,city,154,814.03954,0,6,0,0.039,18918,False,False
27,2020-07-04,59,MA,Presidente Vargas,2109304,city,36,321.62959,0,0,0,0.0,11193,False,False
27,2020-07-04,51,MA,Primeira Cruz,2109403,city,38,248.12276,0,1,0,0.0263,15315,False,False
27,2020-07-04,88,MA,Raposa,2109452,city,108,351.09392,1,11,0,0.1019,30761,False,False
27,2020-07-04,59,MA,Riachão,2109502,city,50,247.58604,0,0,0,0.0,20195,False,False
27,2020-07-04,57,MA,Ribamar Fiquene,2109551,city,125,1604.41535,1,4,0,0.032,7791,False,False
27,2020-07-04,78,MA,Rosário,2109601,city,268,627.04726,13,8,0,0.0299,42740,False,False
27,2020-07-04,48,MA,Sambaíba,2109700,city,4,70.5343,0,0,0,0.0,5671,False,False
27,2020-07-04,52,MA,Santa Filomena do Maranhão,2109759,city,17,218.70578,0,0,0,0.0,7773,False,False
27,2020-07-04,63,MA,Santa Helena,2109809,city,1083,2570.61476,0,4,0,0.0037,42130,False,False
27,2020-07-04,89,MA,Santa Inês,2109908,city,3559,3996.90041,6,51,4,0.0143,89044,False,False
27,2020-07-04,65,MA,Santa Luzia,2110005,city,1536,2113.75177,7,4,0,0.0026,72667,False,False
27,2020-07-04,62,MA,Santa Luzia do Paruá,2110039,city,241,954.30427,0,2,0,0.0083,25254,False,False
27,2020-07-04,58,MA,Santana do Maranhão,2110237,city,90,672.34424,0,1,0,0.0111,13386,False,False
27,2020-07-04,62,MA,Santa Quitéria do Maranhão,2110104,city,367,1431.24561,0,10,0,0.0272,25642,False,False
27,2020-07-04,84,MA,Santa Rita,2110203,city,187,493.99023,0,6,0,0.0321,37855,False,False
27,2020-07-04,51,MA,Santo Amaro do Maranhão,2110278,city,46,290.29408,0,0,0,0.0,15846,False,False
27,2020-07-04,58,MA,Santo Antônio dos Lopes,2110302,city,438,3014.86784,1,2,0,0.0046,14528,False,False
27,2020-07-04,89,MA,São Benedito do Rio Preto,2110401,city,481,2577.29197,10,5,0,0.0104,18663,False,False
27,2020-07-04,64,MA,São Bento,2110500,city,450,995.33299,0,3,0,0.0067,45211,False,False
27,2020-07-04,58,MA,São Bernardo,2110609,city,603,2115.26993,0,8,0,0.0133,28507,False,False
27,2020-07-04,50,MA,São Domingos do Azeitão,2110658,city,38,514.06926,0,0,0,0.0,7392,False,False
27,2020-07-04,58,MA,São Domingos do Maranhão,2110708,city,394,1146.14848,16,2,0,0.0051,34376,False,False
27,2020-07-04,42,MA,São Félix de Balsas,2110807,city,7,152.67176,0,0,0,0.0,4585,False,False
27,2020-07-04,72,MA,São Francisco do Brejão,2110856,city,200,1695.20258,0,0,0,0.0,11798,False,False
27,2020-07-04,64,MA,São Francisco do Maranhão,2110906,city,14,114.66011,4,0,0,0.0,12210,False,False
27,2020-07-04,72,MA,São João Batista,2111003,city,103,498.42729,0,4,0,0.0388,20665,False,False
27,2020-07-04,64,MA,São João do Carú,2111029,city,227,1435.98178,0,3,0,0.0132,15808,False,False
27,2020-07-04,44,MA,São João do Paraíso,2111052,city,43,384.71862,0,1,0,0.0233,11177,False,False
27,2020-07-04,49,MA,São João do Soter,2111078,city,150,808.93059,0,2,0,0.0133,18543,False,False
27,2020-07-04,74,MA,São João dos Patos,2111102,city,76,293.1081,1,5,0,0.0658,25929,False,False
27,2020-07-04,93,MA,São José de Ribamar,2111201,city,902,507.63421,8,89,0,0.0987,177687,False,False
27,2020-07-04,51,MA,São José dos Basílios,2111250,city,55,719.80107,3,0,0,0.0,7641,False,False
27,2020-07-04,107,MA,São Luís,2111300,city,13471,1222.54248,151,862,13,0.064,1101884,False,False
27,2020-07-04,67,MA,São Luís Gonzaga do Maranhão,2111409,city,123,652.31226,1,1,0,0.0081,18856,False,False
27,2020-07-04,68,MA,São Mateus do Maranhão,2111508,city,733,1765.03166,21,19,0,0.0259,41529,False,False
27,2020-07-04,60,MA,São Pedro da Água Branca,2111532,city,250,1970.05516,0,1,0,0.004,12690,False,False
27,2020-07-04,58,MA,São Pedro dos Crentes,2111573,city,51,1092.54499,0,0,0,0.0,4668,False,False
27,2020-07-04,54,MA,São Raimundo das Mangabeiras,2111607,city,207,1097.09561,6,2,0,0.0097,18868,False,False
27,2020-07-04,49,MA,São Raimundo do Doca Bezerra,2111631,city,70,1336.64312,0,2,0,0.0286,5237,False,False
27,2020-07-04,42,MA,São Roberto,2111672,city,61,907.8732,0,1,0,0.0164,6719,False,False
27,2020-07-04,65,MA,São Vicente Ferrer,2111706,city,73,328.13413,0,1,0,0.0137,22247,False,False
27,2020-07-04,65,MA,Satubinha,2111722,city,114,819.31867,0,1,0,0.0088,13914,False,False
27,2020-07-04,58,MA,Senador Alexandre Costa,2111748,city,142,1274.5714,12,0,0,0.0,11141,False,False
27,2020-07-04,68,MA,Senador La Rocque,2111763,city,151,1056.4612,-1,8,0,0.053,14293,False,False
27,2020-07-04,67,MA,Serrano do Maranhão,2111789,city,109,1063.10348,0,1,0,0.0092,10253,False,False
27,2020-07-04,64,MA,Sítio Novo,2111805,city,217,1200.15486,0,3,0,0.0138,18081,False,False
27,2020-07-04,42,MA,Sucupira do Norte,2111904,city,11,103.42234,0,0,0,0.0,10636,False,False
27,2020-07-04,42,MA,Sucupira do Riachão,2111953,city,13,229.68198,0,0,0,0.0,5660,False,False
27,2020-07-04,47,MA,Tasso Fragoso,2112001,city,25,293.39279,0,0,0,0.0,8521,False,False
27,2020-07-04,58,MA,Timbiras,2112100,city,273,937.37124,0,3,0,0.011,29124,False,False
27,2020-07-04,92,MA,Timon,2112209,city,1450,857.44529,0,35,1,0.0241,169107,False,False
27,2020-07-04,80,MA,Trizidela do Vale,2112233,city,524,2382.03473,10,4,0,0.0076,21998,False,False
27,2020-07-04,48,MA,Tufilândia,2112274,city,28,479.45205,2,2,0,0.0714,5840,False,False
27,2020-07-04,79,MA,Tuntum,2112308,city,593,1417.57506,20,2,0,0.0034,41832,False,False
27,2020-07-04,60,MA,Turiaçu,2112407,city,162,455.00506,0,2,0,0.0123,35604,False,False
27,2020-07-04,59,MA,Turilândia,2112456,city,257,1003.16172,0,3,0,0.0117,25619,False,False
27,2020-07-04,67,MA,Tutóia,2112506,city,748,1270.8121,3,16,0,0.0214,58860,False,False
27,2020-07-04,88,MA,Urbano Santos,2112605,city,886,2674.95924,0,8,0,0.009,33122,False,False
27,2020-07-04,79,MA,Vargem Grande,2112704,city,504,891.87754,8,5,0,0.0099,56510,False,False
27,2020-07-04,86,MA,Viana,2112803,city,222,423.33289,1,8,1,0.036,52441,False,False
27,2020-07-04,56,MA,Vila Nova dos Martírios,2112852,city,104,776.58303,1,0,0,0.0,13392,False,False
27,2020-07-04,85,MA,Vitória do Mearim,2112902,city,391,1193.38298,19,2,0,0.0051,32764,False,False
27,2020-07-04,76,MA,Vitorino Freire,2113009,city,967,3067.60143,8,12,1,0.0124,31523,False,False
27,2020-07-04,84,MA,Zé Doca,2114007,city,2238,4327.64822,-3,21,1,0.0094,51714,False,False
27,2020-07-03,94,MA,Açailândia,2100055,city,2566,2282.00454,29,51,0,0.0199,112445,False,False
27,2020-07-03,46,MA,Afonso Cunha,2100105,city,77,1180.25751,0,1,0,0.013,6524,False,False
27,2020-07-03,58,MA,Água Doce do Maranhão,2100154,city,276,2195.52939,0,5,0,0.0181,12571,False,False
27,2020-07-03,77,MA,Alcântara,2100204,city,32,144.81604,2,5,0,0.1562,22097,False,False
27,2020-07-03,64,MA,Aldeias Altas,2100303,city,68,256.29429,0,0,0,0.0,26532,False,False
27,2020-07-03,83,MA,Altamira do Maranhão,2100402,city,117,1439.4685,5,5,0,0.0427,8128,False,False
27,2020-07-03,67,MA,Alto Alegre do Maranhão,2100436,city,312,1153.29169,1,9,1,0.0288,27053,False,False
27,2020-07-03,71,MA,Alto Alegre do Pindaré,2100477,city,1107,3468.15376,596,2,0,0.0018,31919,False,False
27,2020-07-03,51,MA,Alto Parnaíba,2100501,city,73,652.36819,5,1,0,0.0137,11190,False,False
