epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population_2019,is_last,is_repeated
35,2020-08-25,130,MA,Alcântara,2100204,city,44,199.12205,0,6,0,0.1364,22097,False,False
35,2020-08-25,117,MA,Aldeias Altas,2100303,city,815,3071.7624,13,4,0,0.0049,26532,False,False
35,2020-08-25,136,MA,Altamira do Maranhão,2100402,city,264,3248.0315,2,5,0,0.0189,8128,False,False
35,2020-08-25,120,MA,Alto Alegre do Maranhão,2100436,city,323,1193.95261,0,11,0,0.0341,27053,False,False
35,2020-08-25,124,MA,Alto Alegre do Pindaré,2100477,city,1335,4182.46186,4,19,0,0.0142,31919,False,False
35,2020-08-25,104,MA,Alto Parnaíba,2100501,city,195,1742.62735,0,2,0,0.0103,11190,False,False
35,2020-08-25,113,MA,Amapá do Maranhão,2100550,city,3,43.09107,0,0,0,0.0,6962,False,False
35,2020-08-25,120,MA,Amarante do Maranhão,2100600,city,837,2020.03137,3,16,0,0.0191,41435,False,False
35,2020-08-25,129,MA,Anajatuba,2100709,city,323,1205.08898,-1,8,0,0.0248,26803,False,False
35,2020-08-25,115,MA,Anapurus,2100808,city,710,4513.09433,0,6,0,0.0085,15732,False,False
35,2020-08-25,117,MA,Apicum-Açu,2100832,city,197,1142.7577,0,3,0,0.0152,17239,False,False
35,2020-08-25,119,MA,Araguanã,2100873,city,495,3208.86814,0,2,0,0.004,15426,False,False
35,2020-08-25,110,MA,Araioses,2100907,city,546,1175.71059,3,10,0,0.0183,46440,False,False
35,2020-08-25,111,MA,Arame,2100956,city,816,2495.33653,2,7,0,0.0086,32701,False,False
35,2020-08-25,130,MA,Arari,2101004,city,195,653.3101,0,7,0,0.0359,29848,False,False
35,2020-08-25,118,MA,Axixá,2101103,city,124,1022.25886,0,3,0,0.0242,12130,False,False
35,2020-08-25,132,MA,Bacabal,2101202,city,3130,2982.40098,4,48,0,0.0153,104949,False,False
35,2020-08-25,132,MA,Bacabeira,2101251,city,147,861.91733,0,2,0,0.0136,17055,False,False
35,2020-08-25,106,MA,Bacuri,2101301,city,412,2217.19944,0,3,0,0.0073,18582,False,False
35,2020-08-25,104,MA,Bacurituba,2101350,city,39,690.99929,0,0,0,0.0,5644,False,False
35,2020-08-25,128,MA,Balsas,2101400,city,4789,5047.05597,67,33,3,0.0069,94887,False,False
35,2020-08-25,110,MA,Barão de Grajaú,2101509,city,16,85.01594,0,1,0,0.0625,18820,False,False
35,2020-08-25,114,MA,Barra do Corda,2101608,city,3176,3600.41718,2,24,0,0.0076,88212,False,False
35,2020-08-25,131,MA,Barreirinhas,2101707,city,668,1068.32139,34,23,0,0.0344,62528,False,False
35,2020-08-25,110,MA,Belágua,2101731,city,212,2838.39871,0,1,0,0.0047,7469,False,False
35,2020-08-25,118,MA,Bela Vista do Maranhão,2101772,city,125,1115.17531,0,3,0,0.024,11209,False,False
35,2020-08-25,96,MA,Benedito Leite,2101806,city,102,1811.07955,3,0,0,0.0,5632,False,False
35,2020-08-25,118,MA,Bequimão,2101905,city,207,972.74436,1,10,0,0.0483,21280,False,False
35,2020-08-25,104,MA,Bernardo do Mearim,2101939,city,49,810.85554,0,3,0,0.0612,6043,False,False
35,2020-08-25,110,MA,Boa Vista do Gurupi,2101970,city,13,139.98062,0,3,0,0.2308,9287,False,False
35,2020-08-25,121,MA,Bom Jardim,2102002,city,816,1960.12491,7,22,0,0.027,41630,False,False
35,2020-08-25,112,MA,Bom Jesus das Selvas,2102036,city,1499,4405.19572,10,10,0,0.0067,34028,False,False
35,2020-08-25,117,MA,Bom Lugar,2102077,city,206,1264.26906,0,1,0,0.0049,16294,False,False
35,2020-08-25,122,MA,Brejo,2102101,city,642,1763.88164,1,18,0,0.028,36397,False,False
35,2020-08-25,100,MA,Brejo de Areia,2102150,city,196,2133.21724,0,1,0,0.0051,9188,False,False
35,2020-08-25,115,MA,Buriti,2102200,city,530,1848.10656,17,1,0,0.0019,28678,False,False
35,2020-08-25,109,MA,Buriti Bravo,2102309,city,247,1034.16513,0,0,0,0.0,23884,False,False
35,2020-08-25,122,MA,Buriticupu,2102325,city,2172,3001.74134,-3,4,0,0.0018,72358,False,False
35,2020-08-25,116,MA,Buritirana,2102358,city,235,1523.00713,0,6,0,0.0255,15430,False,False
35,2020-08-25,138,MA,Cachoeira Grande,2102374,city,171,1813.16934,0,4,0,0.0234,9431,False,False
35,2020-08-25,142,MA,Cajapió,2102408,city,5,44.73472,0,2,0,0.4,11177,False,False
35,2020-08-25,115,MA,Cajari,2102507,city,125,645.02812,0,4,0,0.032,19379,False,False
35,2020-08-25,105,MA,Campestre do Maranhão,2102556,city,357,2483.65104,0,4,0,0.0112,14374,False,False
35,2020-08-25,114,MA,Cândido Mendes,2102606,city,40,198.2357,0,4,0,0.1,20178,False,False
35,2020-08-25,138,MA,Cantanhede,2102705,city,381,1732.21187,0,3,0,0.0079,21995,False,False
35,2020-08-25,110,MA,Capinzal do Norte,2102754,city,347,3173.58698,0,1,0,0.0029,10934,False,False
35,2020-08-25,102,MA,Carolina,2102804,city,313,1286.90075,0,1,0,0.0032,24322,False,False
35,2020-08-25,114,MA,Carutapera,2102903,city,335,1407.14916,5,17,0,0.0507,23807,False,False
35,2020-08-25,136,MA,Caxias,2103000,city,3739,2267.70985,9,70,0,0.0187,164880,False,False
35,2020-08-25,108,MA,Cedral,2103109,city,121,1133.48946,0,0,0,0.0,10675,False,False
35,2020-08-25,105,MA,Central do Maranhão,2103125,city,22,253.66079,1,1,0,0.0455,8673,False,False
35,2020-08-25,110,MA,Centro do Guilherme,2103158,city,332,2466.93417,0,1,0,0.003,13458,False,False
35,2020-08-25,122,MA,Centro Novo do Maranhão,2103174,city,603,2788.8262,3,7,0,0.0116,21622,False,False
35,2020-08-25,138,MA,Chapadinha,2103208,city,2666,3346.0935,1,44,0,0.0165,79675,False,False
35,2020-08-25,108,MA,Cidelândia,2103257,city,281,1911.95482,0,1,0,0.0036,14697,False,False
35,2020-08-25,125,MA,Codó,2103307,city,1793,1459.39654,1,21,1,0.0117,122859,False,False
35,2020-08-25,120,MA,Coelho Neto,2103406,city,1526,3086.88176,17,36,0,0.0236,49435,False,False
35,2020-08-25,140,MA,Colinas,2103505,city,1486,3608.7231,19,27,0,0.0182,41178,False,False
35,2020-08-25,121,MA,Conceição do Lago-Açu,2103554,city,151,929.97475,0,5,0,0.0331,16237,False,False
35,2020-08-25,116,MA,Coroatá,2103604,city,1056,1617.25067,61,10,0,0.0095,65296,False,False
35,2020-08-25,130,MA,Cururupu,2103703,city,504,1541.52011,13,7,0,0.0139,32695,False,False
35,2020-08-25,133,MA,Davinópolis,2103752,city,243,1882.55346,0,7,0,0.0288,12908,False,False
35,2020-08-25,124,MA,Dom Pedro,2103802,city,285,1220.55675,0,2,0,0.007,23350,False,False
35,2020-08-25,117,MA,Duque Bacelar,2103901,city,346,3048.72676,12,7,0,0.0202,11349,False,False
35,2020-08-25,118,MA,Esperantinópolis,2104008,city,620,3596.07911,0,13,0,0.021,17241,False,False
35,2020-08-25,122,MA,Estreito,2104057,city,1590,3790.5879,50,7,0,0.0044,41946,False,False
35,2020-08-25,104,MA,Feira Nova do Maranhão,2104073,city,384,4515.52211,14,2,0,0.0052,8504,False,False
35,2020-08-25,111,MA,Fernando Falcão,2104081,city,729,7036.67954,1,0,0,0.0,10360,False,False
35,2020-08-25,105,MA,Formosa da Serra Negra,2104099,city,593,3106.50113,20,1,0,0.0017,19089,False,False
35,2020-08-25,114,MA,Fortaleza dos Nogueiras,2104107,city,484,3831.84229,0,2,0,0.0041,12631,False,False
35,2020-08-25,107,MA,Fortuna,2104206,city,426,2739.19753,5,1,0,0.0023,15552,False,False
35,2020-08-25,106,MA,Godofredo Viana,2104305,city,83,702.25907,0,3,0,0.0361,11819,False,False
35,2020-08-25,107,MA,Gonçalves Dias,2104404,city,325,1812.20029,2,4,0,0.0123,17934,False,False
35,2020-08-25,107,MA,Governador Archer,2104503,city,262,2416.97417,0,0,0,0.0,10840,False,False
35,2020-08-25,123,MA,Governador Edison Lobão,2104552,city,257,1404.67862,8,5,0,0.0195,18296,False,False
35,2020-08-25,105,MA,Governador Eugênio Barros,2104602,city,199,1182.55289,0,0,0,0.0,16828,False,False
35,2020-08-25,95,MA,Governador Luiz Rocha,2104628,city,103,1319.32881,0,0,0,0.0,7807,False,False
35,2020-08-25,119,MA,Governador Newton Bello,2104651,city,446,4381.13949,0,4,0,0.009,10180,False,False
35,2020-08-25,134,MA,Governador Nunes Freire,2104677,city,591,2310.66974,6,3,0,0.0051,25577,False,False
35,2020-08-25,103,MA,Graça Aranha,2104701,city,118,1884.38199,0,2,0,0.0169,6262,False,False
35,2020-08-25,115,MA,Grajaú,2104800,city,2311,3323.88856,21,33,1,0.0143,69527,False,False
35,2020-08-25,118,MA,Guimarães,2104909,city,214,1778.88612,0,4,0,0.0187,12030,False,False
35,2020-08-25,119,MA,Humberto de Campos,2105005,city,547,1904.79507,0,5,0,0.0091,28717,False,False
35,2020-08-25,140,MA,Icatu,2105104,city,185,682.32951,1,6,0,0.0324,27113,False,False
35,2020-08-25,116,MA,Igarapé do Meio,2105153,city,246,1735.20491,0,9,0,0.0366,14177,False,False
35,2020-08-25,101,MA,Igarapé Grande,2105203,city,942,8321.55477,-1,8,0,0.0085,11320,False,False
35,2020-08-25,147,MA,Imperatriz,2105302,city,5223,2019.08134,43,273,0,0.0523,258682,False,False
35,2020-08-25,102,MA,Itaipava do Grajaú,2105351,city,438,2727.78228,1,2,0,0.0046,16057,False,False
35,2020-08-25,132,MA,Itapecuru Mirim,2105401,city,693,1016.08434,5,10,0,0.0144,68203,False,False
35,2020-08-25,115,MA,Itinga do Maranhão,2105427,city,541,2080.76923,3,11,0,0.0203,26000,False,False
35,2020-08-25,98,MA,Jatobá,2105450,city,55,541.71181,0,4,0,0.0727,10153,False,False
35,2020-08-25,103,MA,Jenipapo dos Vieiras,2105476,city,590,3572.50984,28,8,0,0.0136,16515,False,False
35,2020-08-25,114,MA,João Lisboa,2105500,city,230,973.2566,2,10,0,0.0435,23632,False,False
35,2020-08-25,113,MA,Joselândia,2105609,city,401,2480.20782,3,0,0,0.0,16168,False,False
35,2020-08-25,130,MA,Junco do Maranhão,2105658,city,168,4895.1049,0,0,0,0.0,3432,False,False
35,2020-08-25,94,MA,Lagoa do Mato,2105922,city,1,8.88889,0,0,0,0.0,11250,False,False
35,2020-08-25,102,MA,Lagoa Grande do Maranhão,2105963,city,107,939.09075,0,3,0,0.028,11394,False,False
35,2020-08-25,125,MA,Lago da Pedra,2105708,city,1169,2325.62766,4,43,0,0.0368,50266,False,False
35,2020-08-25,101,MA,Lago do Junco,2105807,city,195,1798.89299,0,1,0,0.0051,10840,False,False
35,2020-08-25,113,MA,Lago dos Rodrigues,2105948,city,322,3628.98681,4,7,0,0.0217,8873,False,False
35,2020-08-25,103,MA,Lago Verde,2105906,city,491,3020.23744,1,4,0,0.0081,16257,False,False
35,2020-08-25,109,MA,Lajeado Novo,2105989,city,75,993.37748,0,0,0,0.0,7550,False,False
35,2020-08-25,119,MA,Lima Campos,2106003,city,639,5372.90843,0,6,0,0.0094,11893,False,False
35,2020-08-25,94,MA,Loreto,2106102,city,275,2262.07123,28,2,0,0.0073,12157,False,False
35,2020-08-25,113,MA,Luís Domingues,2106201,city,97,1395.48266,2,1,0,0.0103,6951,False,False
35,2020-08-25,121,MA,Magalhães de Almeida,2106300,city,397,2002.42106,0,4,0,0.0101,19826,False,False
35,2020-08-25,117,MA,Maracaçumé,2106326,city,489,2285.58074,6,3,0,0.0061,21395,False,False
35,2020-08-25,94,MA,Marajá do Sena,2106359,city,145,1860.88296,0,3,0,0.0207,7792,False,False
35,2020-08-25,110,MA,Maranhãozinho,2106375,city,419,2576.08362,0,3,0,0.0072,16265,False,False
35,2020-08-25,124,MA,Mata Roma,2106409,city,345,2050.03268,0,10,0,0.029,16829,False,False
35,2020-08-25,130,MA,Matinha,2106508,city,258,1103.97946,0,3,0,0.0116,23370,False,False
35,2020-08-25,95,MA,Matões,2106607,city,340,1006.45314,5,4,0,0.0118,33782,False,False
35,2020-08-25,101,MA,Matões do Norte,2106631,city,202,1206.33025,0,1,0,0.005,16745,False,False
35,2020-08-25,128,MA,Milagres do Maranhão,2106672,city,158,1866.72968,2,1,0,0.0063,8464,False,False
35,2020-08-25,108,MA,Mirador,2106706,city,562,2674.28028,0,3,0,0.0053,21015,False,False
35,2020-08-25,131,MA,Miranda do Norte,2106755,city,138,486.24079,0,9,0,0.0652,28381,False,False
35,2020-08-25,136,MA,Mirinzal,2106805,city,126,842.1334,0,6,0,0.0476,14962,False,False
35,2020-08-25,125,MA,Monção,2106904,city,396,1184.42304,2,15,0,0.0379,33434,False,False
35,2020-08-25,113,MA,Montes Altos,2107001,city,312,3406.11354,1,3,0,0.0096,9160,False,False
35,2020-08-25,131,MA,Morros,2107100,city,140,720.42402,0,7,0,0.05,19433,False,False
35,2020-08-25,103,MA,Nina Rodrigues,2107209,city,181,1252.24851,0,4,0,0.0221,14454,False,False
35,2020-08-25,101,MA,Nova Colinas,2107258,city,82,1523.0312,2,0,0,0.0,5384,False,False
35,2020-08-25,94,MA,Nova Iorque,2107308,city,26,555.19966,0,0,0,0.0,4683,False,False
35,2020-08-25,117,MA,Nova Olinda do Maranhão,2107357,city,277,1323.58563,0,4,0,0.0144,20928,False,False
35,2020-08-25,122,MA,Olho d'Água das Cunhãs,2107407,city,469,2404.51166,5,4,0,0.0085,19505,False,False
35,2020-08-25,120,MA,Olinda Nova do Maranhão,2107456,city,193,1312.83586,0,7,0,0.0363,14701,False,False
35,2020-08-25,145,MA,Paço do Lumiar,2107506,city,551,450.91123,4,81,0,0.147,122197,False,False
35,2020-08-25,111,MA,Palmeirândia,2107605,city,31,157.18487,0,3,0,0.0968,19722,False,False
35,2020-08-25,108,MA,Paraibano,2107704,city,363,1697.37211,0,4,0,0.011,21386,False,False
35,2020-08-25,99,MA,Parnarama,2107803,city,437,1251.8979,14,0,0,0.0,34907,False,False
35,2020-08-25,94,MA,Passagem Franca,2107902,city,194,1020.0326,0,0,0,0.0,19019,False,False
35,2020-08-25,96,MA,Pastos Bons,2108009,city,285,1463.6401,15,2,0,0.007,19472,False,False
35,2020-08-25,118,MA,Paulino Neves,2108058,city,152,947.92641,0,2,0,0.0132,16035,False,False
35,2020-08-25,109,MA,Paulo Ramos,2108108,city,789,3750.0,2,11,1,0.0139,21040,False,False
35,2020-08-25,126,MA,Pedreiras,2108207,city,1504,3833.89839,3,34,0,0.0226,39229,False,False
35,2020-08-25,112,MA,Pedro do Rosário,2108256,city,88,349.98409,0,3,0,0.0341,25144,False,False
35,2020-08-25,116,MA,Penalva,2108306,city,217,564.0759,0,5,0,0.023,38470,False,False
35,2020-08-25,113,MA,Peri Mirim,2108405,city,160,1117.47451,0,2,0,0.0125,14318,False,False
35,2020-08-25,120,MA,Peritoró,2108454,city,334,1439.90343,3,3,0,0.009,23196,False,False
35,2020-08-25,116,MA,Pindaré-Mirim,2108504,city,572,1736.43787,0,11,0,0.0192,32941,False,False
35,2020-08-25,120,MA,Pinheiro,2108603,city,1840,2206.57896,0,33,0,0.0179,83387,False,False
35,2020-08-25,112,MA,Pio XII,2108702,city,798,3714.21922,-1,6,0,0.0075,21485,False,False
35,2020-08-25,116,MA,Pirapemas,2108801,city,247,1326.1745,0,3,0,0.0121,18625,False,False
35,2020-08-25,103,MA,Poção de Pedras,2108900,city,809,4526.38057,18,2,0,0.0025,17873,False,False
35,2020-08-25,119,MA,Porto Franco,2109007,city,712,2980.95039,20,8,0,0.0112,23885,False,False
35,2020-08-25,112,MA,Porto Rico do Maranhão,2109056,city,104,1740.58577,0,1,0,0.0096,5975,False,False
35,2020-08-25,123,MA,Presidente Dutra,2109106,city,1286,2690.15145,1,7,0,0.0054,47804,False,False
35,2020-08-25,127,MA,Presidente Juscelino,2109205,city,29,227.73677,0,0,0,0.0,12734,False,False
35,2020-08-25,118,MA,Presidente Médici,2109239,city,219,3121.88168,0,0,0,0.0,7015,False,False
35,2020-08-25,113,MA,Presidente Sarney,2109270,city,168,888.04313,0,7,0,0.0417,18918,False,False
35,2020-08-25,111,MA,Presidente Vargas,2109304,city,57,509.24685,0,1,0,0.0175,11193,False,False
35,2020-08-25,103,MA,Primeira Cruz,2109403,city,44,287.30003,0,2,0,0.0455,15315,False,False
35,2020-08-25,140,MA,Raposa,2109452,city,134,435.61653,1,13,0,0.097,30761,False,False
35,2020-08-25,111,MA,Riachão,2109502,city,310,1535.03342,15,6,0,0.0194,20195,False,False
35,2020-08-25,109,MA,Ribamar Fiquene,2109551,city,141,1809.78052,2,8,0,0.0567,7791,False,False
35,2020-08-25,130,MA,Rosário,2109601,city,376,879.73795,0,11,0,0.0293,42740,False,False
35,2020-08-25,100,MA,Sambaíba,2109700,city,202,3561.98201,6,1,0,0.005,5671,False,False
35,2020-08-25,104,MA,Santa Filomena do Maranhão,2109759,city,43,553.19696,0,0,0,0.0,7773,False,False
35,2020-08-25,115,MA,Santa Helena,2109809,city,1286,3052.45668,8,6,0,0.0047,42130,False,False
35,2020-08-25,141,MA,Santa Inês,2109908,city,4139,4648.26378,0,71,0,0.0172,89044,False,False
35,2020-08-25,117,MA,Santa Luzia,2110005,city,2443,3361.91118,19,16,0,0.0065,72667,False,False
35,2020-08-25,114,MA,Santa Luzia do Paruá,2110039,city,413,1635.38449,4,4,0,0.0097,25254,False,False
35,2020-08-25,110,MA,Santana do Maranhão,2110237,city,159,1187.80816,0,3,0,0.0189,13386,False,False
35,2020-08-25,114,MA,Santa Quitéria do Maranhão,2110104,city,441,1719.83465,1,15,1,0.034,25642,False,False
35,2020-08-25,136,MA,Santa Rita,2110203,city,257,678.90635,1,13,0,0.0506,37855,False,False
35,2020-08-25,103,MA,Santo Amaro do Maranhão,2110278,city,75,473.30557,1,2,0,0.0267,15846,False,False
35,2020-08-25,110,MA,Santo Antônio dos Lopes,2110302,city,626,4308.9207,0,3,0,0.0048,14528,False,False
35,2020-08-25,141,MA,São Benedito do Rio Preto,2110401,city,889,4763.43567,5,7,0,0.0079,18663,False,False
35,2020-08-25,116,MA,São Bento,2110500,city,457,1010.81595,0,5,0,0.0109,45211,False,False
35,2020-08-25,110,MA,São Bernardo,2110609,city,830,2911.56558,0,13,0,0.0157,28507,False,False
35,2020-08-25,102,MA,São Domingos do Azeitão,2110658,city,130,1758.65801,0,1,0,0.0077,7392,False,False
35,2020-08-25,110,MA,São Domingos do Maranhão,2110708,city,1262,3671.16593,4,8,0,0.0063,34376,False,False
35,2020-08-25,94,MA,São Félix de Balsas,2110807,city,126,2748.0916,0,0,0,0.0,4585,False,False
35,2020-08-25,124,MA,São Francisco do Brejão,2110856,city,269,2280.04747,5,0,0,0.0,11798,False,False
35,2020-08-25,116,MA,São Francisco do Maranhão,2110906,city,67,548.73055,0,0,0,0.0,12210,False,False
35,2020-08-25,124,MA,São João Batista,2111003,city,112,541.97919,0,5,0,0.0446,20665,False,False
35,2020-08-25,116,MA,São João do Carú,2111029,city,363,2296.30567,0,5,0,0.0138,15808,False,False
35,2020-08-25,96,MA,São João do Paraíso,2111052,city,92,823.1189,2,2,0,0.0217,11177,False,False
35,2020-08-25,101,MA,São João do Soter,2111078,city,434,2340.50585,1,2,0,0.0046,18543,False,False
35,2020-08-25,126,MA,São João dos Patos,2111102,city,934,3602.14432,3,8,0,0.0086,25929,False,False
35,2020-08-25,145,MA,São José de Ribamar,2111201,city,1177,662.40074,9,111,1,0.0943,177687,False,False
35,2020-08-25,103,MA,São José dos Basílios,2111250,city,160,2093.96676,0,0,0,0.0,7641,False,False
35,2020-08-25,159,MA,São Luís,2111300,city,18254,1656.61721,78,1200,2,0.0657,1101884,False,False
35,2020-08-25,119,MA,São Luís Gonzaga do Maranhão,2111409,city,524,2778.9563,15,8,0,0.0153,18856,False,False
35,2020-08-25,120,MA,São Mateus do Maranhão,2111508,city,1082,2605.40827,4,24,0,0.0222,41529,False,False
35,2020-08-25,112,MA,São Pedro da Água Branca,2111532,city,363,2860.52009,4,1,0,0.0028,12690,False,False
35,2020-08-25,110,MA,São Pedro dos Crentes,2111573,city,103,2206.51243,0,2,0,0.0194,4668,False,False
35,2020-08-25,106,MA,São Raimundo das Mangabeiras,2111607,city,1338,7091.37163,0,6,0,0.0045,18868,False,False
35,2020-08-25,101,MA,São Raimundo do Doca Bezerra,2111631,city,74,1413.02272,0,2,0,0.027,5237,False,False
35,2020-08-25,94,MA,São Roberto,2111672,city,183,2723.61959,0,2,0,0.0109,6719,False,False
35,2020-08-25,117,MA,São Vicente Ferrer,2111706,city,201,903.49261,0,1,0,0.005,22247,False,False
35,2020-08-25,117,MA,Satubinha,2111722,city,128,919.93675,0,1,0,0.0078,13914,False,False
35,2020-08-25,110,MA,Senador Alexandre Costa,2111748,city,331,2971.00799,5,1,0,0.003,11141,False,False
35,2020-08-25,120,MA,Senador La Rocque,2111763,city,191,1336.31848,0,8,0,0.0419,14293,False,False
35,2020-08-25,119,MA,Serrano do Maranhão,2111789,city,166,1619.03833,13,2,0,0.012,10253,False,False
35,2020-08-25,116,MA,Sítio Novo,2111805,city,463,2560.69908,21,3,0,0.0065,18081,False,False
35,2020-08-25,94,MA,Sucupira do Norte,2111904,city,65,611.132,0,0,0,0.0,10636,False,False
35,2020-08-25,94,MA,Sucupira do Riachão,2111953,city,77,1360.42403,0,0,0,0.0,5660,False,False
35,2020-08-25,99,MA,Tasso Fragoso,2112001,city,173,2030.27814,13,0,0,0.0,8521,False,False
35,2020-08-25,110,MA,Timbiras,2112100,city,332,1139.9533,0,3,0,0.009,29124,False,False
35,2020-08-25,144,MA,Timon,2112209,city,3363,1988.68172,36,100,1,0.0297,169107,False,False
35,2020-08-25,132,MA,Trizidela do Vale,2112233,city,604,2745.70415,0,7,0,0.0116,21998,False,False
35,2020-08-25,100,MA,Tufilândia,2112274,city,78,1335.61644,0,5,0,0.0641,5840,False,False
35,2020-08-25,131,MA,Tuntum,2112308,city,1177,2813.63549,2,6,0,0.0051,41832,False,False
35,2020-08-25,112,MA,Turiaçu,2112407,city,233,654.42085,0,3,0,0.0129,35604,False,False
35,2020-08-25,111,MA,Turilândia,2112456,city,305,1190.52266,0,4,0,0.0131,25619,False,False
35,2020-08-25,119,MA,Tutóia,2112506,city,977,1659.87088,6,23,1,0.0235,58860,False,False
35,2020-08-25,140,MA,Urbano Santos,2112605,city,1378,4160.37679,23,14,0,0.0102,33122,False,False
35,2020-08-25,131,MA,Vargem Grande,2112704,city,724,1281.18917,0,10,0,0.0138,56510,False,False
35,2020-08-25,138,MA,Viana,2112803,city,274,522.49194,0,13,0,0.0474,52441,False,False
35,2020-08-25,108,MA,Vila Nova dos Martírios,2112852,city,258,1926.5233,17,0,0,0.0,13392,False,False
35,2020-08-25,137,MA,Vitória do Mearim,2112902,city,653,1993.04114,24,6,0,0.0092,32764,False,False
35,2020-08-25,128,MA,Vitorino Freire,2113009,city,1467,4653.74488,6,26,0,0.0177,31523,False,False
35,2020-08-25,136,MA,Zé Doca,2114007,city,3164,6118.26585,6,36,0,0.0114,51714,False,False
35,2020-08-24,146,MA,Açailândia,2100055,city,3052,2714.21584,0,80,1,0.0262,112445,False,False
35,2020-08-24,98,MA,Afonso Cunha,2100105,city,134,2053.95463,0,2,0,0.0149,6524,False,False
35,2020-08-24,110,MA,Água Doce do Maranhão,2100154,city,595,4733.1159,0,5,0,0.0084,12571,False,False
35,2020-08-24,129,MA,Alcântara,2100204,city,44,199.12205,0,6,0,0.1364,22097,False,False
35,2020-08-24,116,MA,Aldeias Altas,2100303,city,802,3022.76496,0,4,0,0.005,26532,False,False
35,2020-08-24,135,MA,Altamira do Maranhão,2100402,city,262,3223.4252,0,5,0,0.0191,8128,False,False
35,2020-08-24,119,MA,Alto Alegre do Maranhão,2100436,city,323,1193.95261,0,11,0,0.0341,27053,False,False
35,2020-08-24,123,MA,Alto Alegre do Pindaré,2100477,city,1331,4169.93014,0,19,0,0.0143,31919,False,False
35,2020-08-24,103,MA,Alto Parnaíba,2100501,city,195,1742.62735,2,2,0,0.0103,11190,False,False
35,2020-08-24,112,MA,Amapá do Maranhão,2100550,city,3,43.09107,0,0,0,0.0,6962,False,False
35,2020-08-24,119,MA,Amarante do Maranhão,2100600,city,834,2012.79112,0,16,0,0.0192,41435,False,False
35,2020-08-24,128,MA,Anajatuba,2100709,city,324,1208.81991,0,8,0,0.0247,26803,False,False
35,2020-08-24,114,MA,Anapurus,2100808,city,710,4513.09433,0,6,0,0.0085,15732,False,False
35,2020-08-24,116,MA,Apicum-Açu,2100832,city,197,1142.7577,0,3,0,0.0152,17239,False,False
35,2020-08-24,118,MA,Araguanã,2100873,city,495,3208.86814,0,2,0,0.004,15426,False,False
35,2020-08-24,109,MA,Araioses,2100907,city,543,1169.25065,0,10,0,0.0184,46440,False,False
35,2020-08-24,110,MA,Arame,2100956,city,814,2489.22051,10,7,0,0.0086,32701,False,False
35,2020-08-24,129,MA,Arari,2101004,city,195,653.3101,0,7,0,0.0359,29848,False,False
35,2020-08-24,117,MA,Axixá,2101103,city,124,1022.25886,0,3,0,0.0242,12130,False,False
35,2020-08-24,131,MA,Bacabal,2101202,city,3126,2978.5896,1,48,1,0.0154,104949,False,False
35,2020-08-24,131,MA,Bacabeira,2101251,city,147,861.91733,0,2,0,0.0136,17055,False,False
35,2020-08-24,105,MA,Bacuri,2101301,city,412,2217.19944,0,3,0,0.0073,18582,False,False
35,2020-08-24,103,MA,Bacurituba,2101350,city,39,690.99929,0,0,0,0.0,5644,False,False
35,2020-08-24,127,MA,Balsas,2101400,city,4722,4976.44567,32,30,1,0.0064,94887,False,False
35,2020-08-24,109,MA,Barão de Grajaú,2101509,city,16,85.01594,0,1,0,0.0625,18820,False,False
35,2020-08-24,113,MA,Barra do Corda,2101608,city,3174,3598.14991,0,24,0,0.0076,88212,False,False
35,2020-08-24,130,MA,Barreirinhas,2101707,city,634,1013.94575,13,23,0,0.0363,62528,False,False
35,2020-08-24,109,MA,Belágua,2101731,city,212,2838.39871,0,1,0,0.0047,7469,False,False
35,2020-08-24,117,MA,Bela Vista do Maranhão,2101772,city,125,1115.17531,0,3,0,0.024,11209,False,False
35,2020-08-24,95,MA,Benedito Leite,2101806,city,99,1757.8125,0,0,0,0.0,5632,False,False
35,2020-08-24,117,MA,Bequimão,2101905,city,206,968.04511,0,10,0,0.0485,21280,False,False
35,2020-08-24,103,MA,Bernardo do Mearim,2101939,city,49,810.85554,0,3,0,0.0612,6043,False,False
35,2020-08-24,109,MA,Boa Vista do Gurupi,2101970,city,13,139.98062,0,3,0,0.2308,9287,False,False
35,2020-08-24,120,MA,Bom Jardim,2102002,city,809,1943.31011,0,22,0,0.0272,41630,False,False
35,2020-08-24,111,MA,Bom Jesus das Selvas,2102036,city,1489,4375.80816,1,10,0,0.0067,34028,False,False
35,2020-08-24,116,MA,Bom Lugar,2102077,city,206,1264.26906,1,1,0,0.0049,16294,False,False
35,2020-08-24,121,MA,Brejo,2102101,city,641,1761.13416,1,18,0,0.0281,36397,False,False
35,2020-08-24,99,MA,Brejo de Areia,2102150,city,196,2133.21724,0,1,0,0.0051,9188,False,False
35,2020-08-24,114,MA,Buriti,2102200,city,513,1788.82767,0,1,0,0.0019,28678,False,False
35,2020-08-24,108,MA,Buriti Bravo,2102309,city,247,1034.16513,0,0,0,0.0,23884,False,False
35,2020-08-24,121,MA,Buriticupu,2102325,city,2175,3005.88739,15,4,0,0.0018,72358,False,False
35,2020-08-24,115,MA,Buritirana,2102358,city,235,1523.00713,0,6,0,0.0255,15430,False,False
